filename,enemy_visible,pickup_health,pickup_ammo,pickup_armor,explosive_barrel,no_important_object
vizdoom_ml_000520.jpg,0,0,0,1,0,0
vizdoom_ml_000525.jpg,0,0,1,0,0,0
vizdoom_ml_000530.jpg,0,0,1,0,0,0
vizdoom_ml_000535.jpg,0,0,0,0,0,1
vizdoom_ml_000540.jpg,0,0,0,0,0,1
vizdoom_ml_000545.jpg,0,0,0,0,0,1
vizdoom_ml_000555.jpg,0,0,0,0,0,1
vizdoom_ml_000565.jpg,0,0,0,0,0,1
vizdoom_ml_000575.jpg,0,0,0,0,0,1
vizdoom_ml_000605.jpg,0,0,1,0,0,0
vizdoom_ml_000610.jpg,0,0,0,0,0,1
vizdoom_ml_000625.jpg,0,1,0,0,0,0
vizdoom_ml_000630.jpg,0,1,0,0,0,0
vizdoom_ml_000635.jpg,0,1,1,0,0,0
vizdoom_ml_000645.jpg,0,0,0,0,0,1
vizdoom_ml_000655.jpg,0,0,0,0,0,1
vizdoom_ml_000695.jpg,0,0,0,0,0,1
vizdoom_ml_000700.jpg,0,0,0,0,0,1
vizdoom_ml_000715.jpg,0,1,0,0,0,0
vizdoom_ml_000720.jpg,0,1,0,0,0,0
vizdoom_ml_000730.jpg,0,0,0,0,0,1
vizdoom_ml_000745.jpg,0,0,0,0,0,1
vizdoom_ml_000750.jpg,0,0,0,0,0,1
vizdoom_ml_000760.jpg,0,0,0,0,0,1
vizdoom_ml_000770.jpg,0,0,0,0,0,1
vizdoom_ml_000790.jpg,0,0,0,0,0,1
vizdoom_ml_000805.jpg,0,0,0,0,0,1
vizdoom_ml_000810.jpg,0,0,0,0,0,1
vizdoom_ml_000830.jpg,0,0,0,0,0,1
vizdoom_ml_000855.jpg,0,0,0,0,0,1
vizdoom_ml_000860.jpg,0,0,0,0,0,1
vizdoom_ml_000870.jpg,0,0,1,0,0,0
vizdoom_ml_000875.jpg,0,0,1,0,0,0
vizdoom_ml_000895.jpg,0,0,0,0,0,1
vizdoom_ml_000900.jpg,0,0,0,0,0,1
vizdoom_ml_000910.jpg,0,0,0,0,0,1
vizdoom_ml_000920.jpg,0,0,0,0,0,1
vizdoom_ml_000925.jpg,0,0,0,0,0,1
vizdoom_ml_000930.jpg,0,0,1,0,0,0
vizdoom_ml_000940.jpg,0,0,0,0,0,1
vizdoom_ml_000945.jpg,0,0,0,0,0,1
vizdoom_ml_000950.jpg,0,0,0,0,0,1
vizdoom_ml_000955.jpg,0,0,0,0,0,1
vizdoom_ml_000975.jpg,0,0,0,0,0,1
vizdoom_ml_000985.jpg,0,0,0,0,0,1
vizdoom_ml_000990.jpg,0,0,0,0,0,1
vizdoom_ml_001000.jpg,0,0,0,0,0,1
vizdoom_ml_001015.jpg,0,0,1,0,0,0
vizdoom_ml_001020.jpg,0,0,0,0,0,1
vizdoom_ml_001035.jpg,0,0,0,0,0,1
vizdoom_ml_001045.jpg,0,0,1,0,0,0
vizdoom_ml_001050.jpg,0,0,0,0,0,1
vizdoom_ml_001055.jpg,0,0,0,0,0,1
vizdoom_ml_001070.jpg,0,0,0,0,0,1
vizdoom_ml_001080.jpg,0,0,0,0,0,1
vizdoom_ml_001085.jpg,0,0,0,0,0,1
vizdoom_ml_001100.jpg,0,0,0,0,0,1
vizdoom_ml_001105.jpg,0,0,0,0,0,1
vizdoom_ml_001130.jpg,0,0,0,0,0,1
vizdoom_ml_001135.jpg,0,0,0,0,0,1
vizdoom_ml_001150.jpg,0,0,1,0,0,0
vizdoom_ml_001160.jpg,0,0,0,0,0,1
vizdoom_ml_001185.jpg,0,0,0,0,0,1
vizdoom_ml_001205.jpg,0,0,0,0,0,1
vizdoom_ml_001215.jpg,0,0,1,0,0,0
vizdoom_ml_001220.jpg,0,0,0,0,0,1
vizdoom_ml_001225.jpg,0,0,1,0,0,0
vizdoom_ml_001235.jpg,0,0,0,0,0,1
vizdoom_ml_001240.jpg,0,0,1,0,0,0
vizdoom_ml_001250.jpg,0,0,1,0,0,0
vizdoom_ml_001255.jpg,0,0,0,0,0,1
vizdoom_ml_001265.jpg,0,0,0,0,0,1
vizdoom_ml_001300.jpg,0,0,0,0,0,1
vizdoom_ml_001315.jpg,0,0,0,0,0,1
vizdoom_ml_001320.jpg,0,0,0,0,0,1
vizdoom_ml_001330.jpg,0,0,1,0,0,0
vizdoom_ml_001355.jpg,0,0,1,0,0,0
vizdoom_ml_001360.jpg,0,0,1,0,0,0
vizdoom_ml_001365.jpg,0,0,0,0,0,1
vizdoom_ml_001370.jpg,0,0,0,0,0,1
vizdoom_ml_001380.jpg,0,0,0,0,0,1
vizdoom_ml_001385.jpg,0,0,0,0,0,1
vizdoom_ml_001400.jpg,0,0,0,0,0,1
vizdoom_ml_001405.jpg,0,0,0,0,0,1
vizdoom_ml_001420.jpg,0,0,0,0,0,1
vizdoom_ml_001425.jpg,0,0,0,0,0,1
vizdoom_ml_001435.jpg,0,0,0,0,0,1
vizdoom_ml_001460.jpg,0,0,0,0,0,1
vizdoom_ml_001465.jpg,0,0,0,0,0,1
vizdoom_ml_001475.jpg,0,0,0,0,0,1
vizdoom_ml_001480.jpg,0,0,0,0,0,1
vizdoom_ml_001495.jpg,0,0,1,0,0,0
vizdoom_ml_001505.jpg,0,0,0,0,0,1
vizdoom_ml_001510.jpg,0,0,0,0,0,1
vizdoom_ml_001560.jpg,0,0,0,0,0,1
vizdoom_ml_001580.jpg,0,0,0,0,0,1
vizdoom_ml_001590.jpg,0,0,1,0,0,0
vizdoom_ml_001605.jpg,0,0,1,0,0,0
vizdoom_ml_001610.jpg,0,0,0,0,0,1
vizdoom_ml_001630.jpg,0,0,0,1,0,0
vizdoom_ml_001635.jpg,0,0,0,1,0,0
vizdoom_ml_001640.jpg,0,0,1,1,0,0
vizdoom_ml_001645.jpg,0,0,0,1,0,0
vizdoom_ml_001650.jpg,0,0,0,1,0,0
vizdoom_ml_001655.jpg,0,1,1,0,0,0
vizdoom_ml_001660.jpg,0,1,1,0,0,0
vizdoom_ml_001665.jpg,0,1,0,0,0,0
vizdoom_ml_001670.jpg,0,1,0,0,0,0
vizdoom_ml_001675.jpg,0,1,1,0,0,0
vizdoom_ml_001680.jpg,0,1,0,0,0,0
vizdoom_ml_001685.jpg,0,1,0,0,0,0
vizdoom_ml_001690.jpg,0,1,0,0,0,0
vizdoom_ml_001695.jpg,0,1,0,0,0,0
vizdoom_ml_001705.jpg,0,0,0,0,0,1
vizdoom_ml_001710.jpg,0,0,0,0,0,1
vizdoom_ml_001715.jpg,0,0,1,0,0,0
vizdoom_ml_001725.jpg,0,0,0,0,0,1
vizdoom_ml_001735.jpg,0,0,0,0,0,1
vizdoom_ml_001745.jpg,0,0,0,0,0,1
vizdoom_ml_001760.jpg,0,0,1,0,0,0
vizdoom_ml_001765.jpg,0,0,1,0,0,0
vizdoom_ml_001775.jpg,0,0,0,0,0,1
vizdoom_ml_001780.jpg,0,0,0,0,0,1
vizdoom_ml_001790.jpg,0,0,0,0,0,1
vizdoom_ml_001795.jpg,0,0,0,0,0,1
vizdoom_ml_001845.jpg,0,0,0,0,0,1
vizdoom_ml_001860.jpg,0,0,0,0,0,1
vizdoom_ml_001885.jpg,0,0,0,0,0,1
vizdoom_ml_001905.jpg,0,0,0,0,0,1
vizdoom_ml_001915.jpg,0,0,0,0,0,1
vizdoom_ml_001935.jpg,0,0,0,0,0,1
vizdoom_ml_001940.jpg,0,1,0,0,0,0
vizdoom_ml_001945.jpg,0,0,0,0,0,1
vizdoom_ml_001950.jpg,0,1,0,0,0,0
vizdoom_ml_001955.jpg,0,1,0,0,0,0
vizdoom_ml_001970.jpg,0,0,1,0,0,0
vizdoom_ml_001990.jpg,0,1,0,0,0,0
vizdoom_ml_001995.jpg,0,1,0,0,0,0
vizdoom_ml_002000.jpg,0,1,0,0,0,0
vizdoom_ml_002005.jpg,0,1,0,0,0,0
vizdoom_ml_002010.jpg,0,1,0,0,0,0
vizdoom_ml_002015.jpg,0,0,0,0,0,1
vizdoom_ml_002020.jpg,0,1,0,0,0,0
vizdoom_ml_002025.jpg,0,1,0,0,0,0
vizdoom_ml_002030.jpg,0,1,0,0,0,0
vizdoom_ml_002035.jpg,0,1,0,0,0,0
vizdoom_ml_002040.jpg,0,1,0,0,0,0
vizdoom_ml_002045.jpg,0,1,0,0,0,0
vizdoom_ml_002050.jpg,0,1,0,0,0,0
vizdoom_ml_002055.jpg,0,1,0,0,0,0
vizdoom_ml_002060.jpg,0,1,0,0,0,0
vizdoom_ml_002065.jpg,0,1,0,0,0,0
vizdoom_ml_002070.jpg,0,1,1,0,0,0
vizdoom_ml_002075.jpg,0,1,1,0,0,0
vizdoom_ml_002080.jpg,0,1,0,0,0,0
vizdoom_ml_002085.jpg,0,1,0,0,0,0
vizdoom_ml_002090.jpg,0,1,0,0,0,0
vizdoom_ml_002095.jpg,0,1,0,0,0,0
vizdoom_ml_002100.jpg,0,1,0,0,0,0
vizdoom_ml_002105.jpg,0,1,0,0,0,0
vizdoom_ml_002110.jpg,0,1,0,0,0,0
vizdoom_ml_002115.jpg,0,1,0,0,0,0
vizdoom_ml_002120.jpg,0,1,0,0,0,0
vizdoom_ml_002130.jpg,0,1,0,0,0,0
vizdoom_ml_002135.jpg,0,1,0,0,0,0
vizdoom_ml_002140.jpg,0,1,0,0,0,0
vizdoom_ml_002145.jpg,0,1,0,0,0,0
vizdoom_ml_002150.jpg,0,1,0,0,0,0
vizdoom_ml_002155.jpg,0,1,0,0,0,0
vizdoom_ml_002165.jpg,0,1,0,0,0,0
vizdoom_ml_002170.jpg,0,1,0,0,0,0
vizdoom_ml_002175.jpg,0,1,0,0,0,0
vizdoom_ml_002195.jpg,0,0,0,0,0,1
vizdoom_ml_002210.jpg,0,0,0,0,0,1
vizdoom_ml_002235.jpg,0,0,0,0,0,1
vizdoom_ml_002245.jpg,0,0,0,0,0,1
vizdoom_ml_002265.jpg,0,0,0,0,0,1
vizdoom_ml_002275.jpg,0,0,0,0,0,1
vizdoom_ml_002285.jpg,0,0,0,0,0,1
vizdoom_ml_002300.jpg,0,0,0,0,0,1
vizdoom_ml_002305.jpg,0,0,0,0,0,1
vizdoom_ml_002310.jpg,0,0,0,0,0,1
vizdoom_ml_002315.jpg,0,0,0,0,0,1
vizdoom_ml_002335.jpg,0,0,0,0,0,1
vizdoom_ml_002370.jpg,0,0,0,0,0,1
vizdoom_ml_002380.jpg,0,0,0,0,0,1
vizdoom_ml_002390.jpg,0,0,0,0,0,1
vizdoom_ml_002425.jpg,0,0,0,0,0,1
vizdoom_ml_002430.jpg,0,0,0,0,0,1
vizdoom_ml_002435.jpg,0,0,0,0,0,1
vizdoom_ml_002440.jpg,0,0,0,0,0,1
vizdoom_ml_002475.jpg,0,0,0,0,0,1
vizdoom_ml_002480.jpg,0,0,0,0,0,1
vizdoom_ml_002485.jpg,0,0,0,0,0,1
vizdoom_ml_002500.jpg,0,0,0,0,0,1
vizdoom_ml_002510.jpg,0,0,0,0,0,1
vizdoom_ml_002535.jpg,0,0,1,0,0,0
vizdoom_ml_002540.jpg,0,0,0,0,0,1
vizdoom_ml_002545.jpg,0,0,1,0,0,0
vizdoom_ml_002555.jpg,0,0,0,0,0,1
vizdoom_ml_002570.jpg,0,0,0,0,0,1
vizdoom_ml_002605.jpg,0,0,0,0,0,1
vizdoom_ml_002620.jpg,0,0,0,0,0,1
vizdoom_ml_002645.jpg,0,0,0,0,0,1
vizdoom_ml_002650.jpg,0,0,0,0,0,1
vizdoom_ml_002655.jpg,0,0,0,0,0,1
vizdoom_ml_002665.jpg,0,0,0,0,0,1
vizdoom_ml_002680.jpg,0,0,1,0,0,0
vizdoom_ml_002685.jpg,0,1,0,0,0,0
vizdoom_ml_002690.jpg,0,1,0,0,0,0
vizdoom_ml_002695.jpg,0,1,0,0,0,0
vizdoom_ml_002700.jpg,0,1,0,0,0,0
vizdoom_ml_002705.jpg,0,1,0,0,0,0
vizdoom_ml_002710.jpg,0,1,0,0,0,0
vizdoom_ml_002715.jpg,0,1,0,0,0,0
vizdoom_ml_002720.jpg,0,1,0,0,0,0
vizdoom_ml_002725.jpg,0,1,0,0,0,0
vizdoom_ml_002730.jpg,0,1,0,0,0,0
vizdoom_ml_002735.jpg,0,1,0,0,0,0
vizdoom_ml_002740.jpg,0,1,0,0,0,0
vizdoom_ml_002745.jpg,0,1,0,0,0,0
vizdoom_ml_002750.jpg,0,1,0,0,0,0
vizdoom_ml_002755.jpg,0,1,0,0,0,0
vizdoom_ml_002760.jpg,1,1,0,0,0,0
vizdoom_ml_002765.jpg,0,1,0,0,0,0
vizdoom_ml_002770.jpg,0,1,0,0,0,0
vizdoom_ml_002775.jpg,0,1,1,0,0,0
vizdoom_ml_002780.jpg,0,1,0,0,0,0
vizdoom_ml_002800.jpg,1,1,0,0,0,0
vizdoom_ml_002805.jpg,1,1,0,0,0,0
vizdoom_ml_002810.jpg,1,1,0,0,0,0
vizdoom_ml_002815.jpg,1,1,0,0,0,0
vizdoom_ml_002820.jpg,1,1,0,0,0,0
vizdoom_ml_002825.jpg,1,1,0,0,0,0
vizdoom_ml_002830.jpg,1,1,0,0,0,0
vizdoom_ml_002835.jpg,1,1,0,0,0,0
vizdoom_ml_002840.jpg,1,1,0,0,0,0
vizdoom_ml_002845.jpg,1,1,0,0,0,0
vizdoom_ml_002860.jpg,1,0,0,0,0,0
vizdoom_ml_002870.jpg,0,1,0,0,0,0
vizdoom_ml_002875.jpg,0,1,0,0,0,0
vizdoom_ml_002880.jpg,0,1,0,0,0,0
vizdoom_ml_002885.jpg,0,0,1,0,0,0
vizdoom_ml_002890.jpg,0,0,0,0,0,1
vizdoom_ml_002895.jpg,1,1,0,0,0,0
vizdoom_ml_002905.jpg,0,0,1,0,0,0
vizdoom_ml_002910.jpg,0,0,0,0,0,1
vizdoom_ml_002925.jpg,1,1,0,0,0,0
vizdoom_ml_002930.jpg,0,0,1,0,0,0
vizdoom_ml_002945.jpg,0,0,1,0,0,0
vizdoom_ml_002950.jpg,0,0,0,0,0,1
vizdoom_ml_002980.jpg,0,0,0,0,0,1
vizdoom_ml_003005.jpg,0,0,0,0,0,1
vizdoom_ml_003015.jpg,0,0,0,0,0,1
vizdoom_ml_003020.jpg,0,0,1,0,0,0
vizdoom_ml_003040.jpg,0,0,1,0,0,0
vizdoom_ml_003065.jpg,0,0,1,0,0,0
vizdoom_ml_003070.jpg,0,0,0,0,0,1
vizdoom_ml_003080.jpg,0,0,0,0,0,1
vizdoom_ml_003085.jpg,0,0,0,0,0,1
vizdoom_ml_003090.jpg,0,0,0,0,0,1
vizdoom_ml_003095.jpg,0,0,0,0,0,1
vizdoom_ml_003100.jpg,0,0,0,0,0,1
vizdoom_ml_003120.jpg,0,0,0,0,0,1
vizdoom_ml_003125.jpg,0,0,0,0,0,1
vizdoom_ml_003130.jpg,0,0,0,0,0,1
vizdoom_ml_003150.jpg,0,0,0,0,0,1
vizdoom_ml_003155.jpg,0,0,0,0,0,1
vizdoom_ml_003160.jpg,0,0,0,0,0,1
vizdoom_ml_003195.jpg,0,0,0,0,0,1
vizdoom_ml_003215.jpg,0,0,0,0,0,1
vizdoom_ml_003220.jpg,0,0,0,0,0,1
vizdoom_ml_003225.jpg,0,0,0,0,0,1
vizdoom_ml_003240.jpg,0,0,0,0,0,1
vizdoom_ml_003260.jpg,0,0,0,0,0,1
vizdoom_ml_003280.jpg,0,0,0,0,0,1
vizdoom_ml_003285.jpg,0,0,0,0,0,1
vizdoom_ml_003300.jpg,0,0,0,0,0,1
vizdoom_ml_003305.jpg,0,0,0,0,0,1
vizdoom_ml_003310.jpg,0,0,0,0,0,1
vizdoom_ml_003315.jpg,0,0,0,0,0,1
vizdoom_ml_003335.jpg,0,0,1,0,0,0
vizdoom_ml_003340.jpg,0,0,1,0,0,0
vizdoom_ml_003345.jpg,0,0,1,0,0,0
vizdoom_ml_003350.jpg,0,0,0,0,0,1
vizdoom_ml_003355.jpg,0,0,1,0,0,0
vizdoom_ml_003375.jpg,0,0,1,0,0,0
vizdoom_ml_003390.jpg,0,0,0,0,0,1
vizdoom_ml_003415.jpg,0,0,0,0,0,1
vizdoom_ml_003425.jpg,0,0,0,0,0,1
vizdoom_ml_003470.jpg,0,0,0,0,0,1
vizdoom_ml_003495.jpg,0,0,0,0,0,1
vizdoom_ml_003505.jpg,0,0,1,0,0,0
vizdoom_ml_003515.jpg,0,0,0,0,0,1
vizdoom_ml_003520.jpg,0,0,0,0,0,1
vizdoom_ml_003530.jpg,0,0,0,0,0,1
vizdoom_ml_003535.jpg,0,0,1,0,0,0
vizdoom_ml_003540.jpg,0,0,0,0,0,1
vizdoom_ml_003555.jpg,0,0,0,0,0,1
vizdoom_ml_003560.jpg,0,0,1,0,0,0
vizdoom_ml_003565.jpg,0,0,0,0,0,1
vizdoom_ml_003575.jpg,0,0,0,0,0,1
vizdoom_ml_003610.jpg,0,0,0,0,0,1
vizdoom_ml_003615.jpg,0,0,1,0,0,0
vizdoom_ml_003625.jpg,0,0,0,0,0,1
vizdoom_ml_003635.jpg,0,0,1,0,0,0
vizdoom_ml_003640.jpg,0,0,1,0,0,0
vizdoom_ml_003645.jpg,0,0,0,0,0,1
vizdoom_ml_003650.jpg,0,0,0,0,0,1
vizdoom_ml_003655.jpg,0,0,0,0,0,1
vizdoom_ml_003660.jpg,0,0,0,0,0,1
vizdoom_ml_003670.jpg,0,0,0,0,0,1
vizdoom_ml_003675.jpg,0,1,0,0,0,0
vizdoom_ml_003680.jpg,0,1,0,0,0,0
vizdoom_ml_003685.jpg,0,1,0,0,0,0
vizdoom_ml_003690.jpg,0,1,0,0,0,0
vizdoom_ml_003695.jpg,0,1,1,0,0,0
vizdoom_ml_003700.jpg,0,1,0,0,0,0
vizdoom_ml_003705.jpg,0,1,0,0,0,0
vizdoom_ml_003710.jpg,0,1,0,0,0,0
vizdoom_ml_003715.jpg,0,1,0,0,0,0
vizdoom_ml_003720.jpg,0,1,0,0,0,0
vizdoom_ml_003725.jpg,0,1,0,0,0,0
vizdoom_ml_003730.jpg,0,1,0,0,0,0
vizdoom_ml_003745.jpg,0,1,0,0,0,0
vizdoom_ml_003755.jpg,0,0,1,0,0,0
vizdoom_ml_003760.jpg,0,0,0,0,0,1
vizdoom_ml_003770.jpg,0,0,0,0,0,1
vizdoom_ml_003785.jpg,0,0,0,0,0,1
vizdoom_ml_003790.jpg,0,0,1,0,0,0
vizdoom_ml_003795.jpg,0,0,0,0,0,1
vizdoom_ml_003810.jpg,0,1,0,0,0,0
vizdoom_ml_003815.jpg,0,0,0,0,0,1
vizdoom_ml_003820.jpg,0,0,1,0,0,0
vizdoom_ml_003825.jpg,0,0,1,0,0,0
vizdoom_ml_003830.jpg,0,0,1,0,0,0
vizdoom_ml_003835.jpg,0,0,0,0,0,1
vizdoom_ml_003850.jpg,0,0,1,0,0,0
vizdoom_ml_003895.jpg,0,0,0,0,0,1
vizdoom_ml_003900.jpg,0,0,0,0,0,1
vizdoom_ml_003905.jpg,0,0,0,0,0,1
vizdoom_ml_003915.jpg,0,0,0,0,0,1
vizdoom_ml_003920.jpg,0,0,0,0,0,1
vizdoom_ml_003925.jpg,0,0,0,0,0,1
vizdoom_ml_003930.jpg,0,0,0,1,0,0
vizdoom_ml_003935.jpg,0,0,0,1,0,0
vizdoom_ml_003940.jpg,0,0,0,0,0,1
vizdoom_ml_003945.jpg,0,0,0,0,0,1
vizdoom_ml_003950.jpg,0,0,0,1,0,0
vizdoom_ml_003955.jpg,0,0,0,1,0,0
vizdoom_ml_003960.jpg,0,0,0,1,0,0
vizdoom_ml_003970.jpg,0,0,0,0,0,1
vizdoom_ml_003975.jpg,0,0,0,0,0,1
vizdoom_ml_003980.jpg,0,0,0,0,0,1
vizdoom_ml_003990.jpg,0,0,0,0,0,1
vizdoom_ml_004000.jpg,0,0,0,0,0,1
vizdoom_ml_004005.jpg,0,0,0,1,0,0
vizdoom_ml_004010.jpg,0,0,1,1,0,0
vizdoom_ml_004035.jpg,0,0,0,0,0,1
vizdoom_ml_004045.jpg,0,0,0,0,0,1
vizdoom_ml_004050.jpg,0,0,0,0,0,1
vizdoom_ml_004070.jpg,0,0,0,0,0,1
vizdoom_ml_004075.jpg,0,0,0,0,0,1
vizdoom_ml_004080.jpg,0,0,0,0,0,1
vizdoom_ml_004095.jpg,0,0,0,0,0,1
vizdoom_ml_004100.jpg,0,0,0,0,0,1
vizdoom_ml_004110.jpg,0,0,0,0,0,1
vizdoom_ml_004120.jpg,0,0,0,0,0,1
vizdoom_ml_004135.jpg,0,0,0,0,0,1
vizdoom_ml_004140.jpg,0,0,0,0,0,1
vizdoom_ml_004150.jpg,0,0,0,0,0,1
vizdoom_ml_004155.jpg,0,0,0,0,0,1
vizdoom_ml_004160.jpg,0,0,1,0,0,0
vizdoom_ml_004175.jpg,0,0,0,0,0,1
vizdoom_ml_004180.jpg,0,0,0,0,0,1
vizdoom_ml_004185.jpg,0,0,0,0,0,1
vizdoom_ml_004195.jpg,0,0,0,0,0,1
vizdoom_ml_004205.jpg,0,0,0,0,0,1
vizdoom_ml_004210.jpg,0,0,0,0,0,1
vizdoom_ml_004215.jpg,0,0,0,0,0,1
vizdoom_ml_004230.jpg,0,0,0,0,0,1
vizdoom_ml_004235.jpg,0,0,1,0,0,0
vizdoom_ml_004280.jpg,0,0,0,0,0,1
vizdoom_ml_004295.jpg,0,0,0,0,0,1
vizdoom_ml_004305.jpg,0,0,1,0,0,0
vizdoom_ml_004310.jpg,0,0,0,0,0,1
vizdoom_ml_004315.jpg,0,0,0,0,0,1
vizdoom_ml_004320.jpg,0,0,1,0,0,0
vizdoom_ml_004330.jpg,0,0,1,0,0,0
vizdoom_ml_004340.jpg,0,0,0,0,0,1
vizdoom_ml_004350.jpg,0,0,0,0,0,1
vizdoom_ml_004370.jpg,0,0,0,0,0,1
vizdoom_ml_004380.jpg,0,0,0,0,0,1
vizdoom_ml_004395.jpg,0,0,0,0,0,1
vizdoom_ml_004410.jpg,0,0,0,0,0,1
vizdoom_ml_004425.jpg,0,0,0,0,0,1
vizdoom_ml_004450.jpg,0,0,0,0,0,1
vizdoom_ml_004455.jpg,0,0,0,0,0,1
vizdoom_ml_004460.jpg,0,0,0,0,0,1
vizdoom_ml_004470.jpg,0,0,0,0,0,1
vizdoom_ml_004475.jpg,0,1,0,0,0,0
vizdoom_ml_004485.jpg,0,1,0,0,0,0
vizdoom_ml_004490.jpg,0,1,0,0,0,0
vizdoom_ml_004495.jpg,0,1,0,1,0,0
vizdoom_ml_004500.jpg,0,1,0,0,0,0
vizdoom_ml_004505.jpg,0,1,0,0,0,0
vizdoom_ml_004510.jpg,0,1,0,0,0,0
vizdoom_ml_004515.jpg,0,1,0,0,0,0
vizdoom_ml_004520.jpg,0,1,0,0,0,0
vizdoom_ml_004525.jpg,0,1,0,0,0,0
vizdoom_ml_004530.jpg,0,1,0,0,0,0
vizdoom_ml_004535.jpg,0,1,0,0,0,0
vizdoom_ml_004540.jpg,0,1,0,0,0,0
vizdoom_ml_004545.jpg,0,1,0,0,0,0
vizdoom_ml_004590.jpg,0,0,0,0,0,1
vizdoom_ml_004630.jpg,0,0,0,0,0,1
vizdoom_ml_004640.jpg,0,0,0,0,0,1
vizdoom_ml_004650.jpg,0,0,0,0,0,1
vizdoom_ml_004655.jpg,0,0,0,0,0,1
vizdoom_ml_004670.jpg,0,0,0,0,0,1
vizdoom_ml_004685.jpg,0,0,0,0,0,1
vizdoom_ml_004700.jpg,0,0,0,0,0,1
vizdoom_ml_004710.jpg,0,0,0,0,0,1
vizdoom_ml_004720.jpg,0,0,0,0,0,1
vizdoom_ml_004730.jpg,0,0,1,0,0,0
vizdoom_ml_004740.jpg,0,0,0,0,0,1
vizdoom_ml_004745.jpg,0,1,0,0,0,0
vizdoom_ml_004750.jpg,0,1,0,0,0,0
vizdoom_ml_004755.jpg,0,1,0,0,0,0
vizdoom_ml_004760.jpg,0,1,0,0,0,0
vizdoom_ml_004765.jpg,0,1,0,0,0,0
vizdoom_ml_004770.jpg,0,1,0,0,0,0
vizdoom_ml_004775.jpg,0,1,0,0,0,0
vizdoom_ml_004780.jpg,0,1,0,0,0,0
vizdoom_ml_004785.jpg,0,1,0,0,0,0
vizdoom_ml_004790.jpg,0,1,0,0,0,0
vizdoom_ml_004795.jpg,0,1,0,0,0,0
vizdoom_ml_004800.jpg,0,1,0,0,0,0
vizdoom_ml_004805.jpg,0,1,0,0,0,0
vizdoom_ml_004830.jpg,0,1,1,0,0,0
vizdoom_ml_004835.jpg,0,1,0,0,0,0
vizdoom_ml_004840.jpg,0,1,0,0,0,0
vizdoom_ml_004845.jpg,0,1,0,0,0,0
vizdoom_ml_004850.jpg,0,1,0,0,0,0
vizdoom_ml_004855.jpg,0,0,0,0,0,1
vizdoom_ml_004870.jpg,0,0,0,0,0,1
vizdoom_ml_004875.jpg,0,0,0,0,0,1
vizdoom_ml_004895.jpg,0,0,0,0,0,1
vizdoom_ml_004920.jpg,0,0,0,0,0,1
vizdoom_ml_004965.jpg,0,1,0,0,0,0
vizdoom_ml_004970.jpg,0,0,0,0,0,1
vizdoom_ml_004975.jpg,0,0,0,0,0,1
vizdoom_ml_004980.jpg,0,1,0,0,0,0
vizdoom_ml_004985.jpg,0,1,0,0,0,0
vizdoom_ml_004995.jpg,0,0,0,0,0,1
